scene_id,split,path,dataset_tag,n_fragments,n_exterior_points,n_edges,positive_edge_fraction,ground_truth_P10_mm,ground_truth_P50_mm,ground_truth_P80_mm,cone_base_radius_m,cone_height_m,scan_filter_version,placement_backend,status
73,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_073_val.npz,dem_noboundary_relax150_100scene_hpr,143,6098,42382,0.915105469303006,126.7050528719491,208.71475036398851,258.3491590668356,0.8979978628684067,1.0697785100129014,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
74,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_074_val.npz,dem_noboundary_relax150_100scene_hpr,145,7355,51062,0.9243272883945008,123.32442125854914,186.02698281337322,253.66673606609953,0.9109218889440515,1.0708866708300468,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
75,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_075_val.npz,dem_noboundary_relax150_100scene_hpr,139,7169,50119,0.9277719028711666,121.32680939898715,186.39374221360438,249.05061658726143,0.8884222995890177,1.0969057494426357,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
76,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_076_val.npz,dem_noboundary_relax150_100scene_hpr,141,6889,48134,0.9216769850833091,124.81809486155036,179.341358620761,236.45882337843233,0.8965806642497548,1.0179858892467364,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
77,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_077_val.npz,dem_noboundary_relax150_100scene_hpr,142,6612,46155,0.9232152529520096,122.14831029347795,181.544982526233,243.690190851035,0.8939260336668737,1.0442685582863074,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
78,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_078_val.npz,dem_noboundary_relax150_100scene_hpr,137,7309,51022,0.9361451922700011,121.10736267386616,180.60406757991595,237.2070331869645,0.8873463187671184,1.0903465139845665,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
79,val,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_079_val.npz,dem_noboundary_relax150_100scene_hpr,144,7548,52612,0.9353759598570668,122.34179158729157,176.85844480353236,243.48585007734178,0.8672292501418569,1.0648631405992997,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
80,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_080_test.npz,dem_noboundary_relax150_100scene_hpr,143,6925,48248,0.9261316531255182,121.89031719389847,179.43806364001756,222.16523505280455,0.8698742316611792,1.0535490808162038,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
81,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_081_test.npz,dem_noboundary_relax150_100scene_hpr,145,6877,48108,0.926166126216014,121.48302196617242,176.70493060728734,238.102853270407,0.8953994420186198,1.0456288505477458,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
82,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_082_test.npz,dem_noboundary_relax150_100scene_hpr,143,6876,47917,0.9183588288081475,122.7274838137067,198.47561126610452,262.41799079315945,0.906431428126661,1.068576279283948,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
83,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_083_test.npz,dem_noboundary_relax150_100scene_hpr,140,6908,48471,0.9322481483773802,122.29255630033019,199.99175195852354,250.18899559970293,0.9112694346257151,1.028076288250396,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
84,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_084_test.npz,dem_noboundary_relax150_100scene_hpr,144,6436,44853,0.9112656901433572,122.9539046320754,189.2034832376869,267.0657514122928,0.8983777106337671,1.1199007616286267,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
85,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_085_test.npz,dem_noboundary_relax150_100scene_hpr,137,7192,49996,0.9306344507560604,121.42498216155144,181.73297956263366,245.43796744193605,0.8699861685415566,1.0733103901805419,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
86,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_086_test.npz,dem_noboundary_relax150_100scene_hpr,140,7405,51448,0.9306289846058156,121.9117518988846,189.23381754076806,238.84450245983015,0.912719640262029,1.0408368180305403,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
87,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_087_test.npz,dem_noboundary_relax150_100scene_hpr,148,7025,48853,0.9185106339426442,116.86979052534663,185.52165786310584,245.55984248330512,0.8600005604759523,1.0651989299036724,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
88,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_088_test.npz,dem_noboundary_relax150_100scene_hpr,142,6712,46391,0.9172684356879567,130.192458761944,200.95680959986322,281.4038842425081,0.8831354080600868,1.1410587303816284,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
89,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_089_test.npz,dem_noboundary_relax150_100scene_hpr,147,6861,47801,0.9232442835923934,122.72923317575848,183.52087502078268,233.94467922642067,0.8938743308992144,1.0814647383277853,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
90,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_090_test.npz,dem_noboundary_relax150_100scene_hpr,138,7103,49390,0.9273537153269893,126.88155867815763,212.35046176721113,284.262122800442,0.9126740283703234,1.1247105289341015,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
91,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_091_test.npz,dem_noboundary_relax150_100scene_hpr,147,6269,43716,0.9015692195077317,127.38626500104246,198.01429166638025,251.08471494358878,0.8756608885132982,1.133538126702361,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
92,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_092_test.npz,dem_noboundary_relax150_100scene_hpr,144,7868,54461,0.9257083050256146,123.44707289594916,188.42073872105493,285.2493369156011,0.8641185444237625,1.1229947783440746,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
93,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_093_test.npz,dem_noboundary_relax150_100scene_hpr,142,7305,50642,0.9286363097823941,126.3399102626208,187.32680814762716,257.9557255489811,0.8753662271198878,1.0228189963195482,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
94,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_094_test.npz,dem_noboundary_relax150_100scene_hpr,136,6594,46026,0.9253030895580758,124.06581134132709,185.28366485973248,247.92896915061266,0.8777545516099332,1.0530353255635072,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
95,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_095_test.npz,dem_noboundary_relax150_100scene_hpr,142,7243,50358,0.922077922077922,126.27227398616611,183.63095331781872,253.78083523947848,0.905126820127499,1.1602707773500525,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
96,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_096_test.npz,dem_noboundary_relax150_100scene_hpr,145,6344,43926,0.9147429768246597,125.08059930261027,200.41440150131723,257.1289047696347,0.9054405297294281,1.0510891363027979,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
97,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_097_test.npz,dem_noboundary_relax150_100scene_hpr,146,6867,47940,0.916875260742595,122.29951980809342,180.47285428630315,245.06586955177835,0.8760130500878197,1.0884247628943533,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
98,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_098_test.npz,dem_noboundary_relax150_100scene_hpr,141,6315,43911,0.9162396665983467,130.612627446821,226.64536976874894,282.43110353173705,0.9484139182856434,1.1216840363017127,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
99,test,C:\Users\creep\Documents\synthetic fragments\rockpile-edgeconv-arxiv\data\processed\scene_dem_noboundary_relax150_100scene_hpr_099_test.npz,dem_noboundary_relax150_100scene_hpr,141,7350,51112,0.9258491156675536,125.07056989399979,188.90922000928703,251.42782585174044,0.8694390424954582,1.1317192885407519,hpr_multiview_exterior,realistic-dem,hpr_refiltered_existing_pose
